id;cat_name;count
61350;Неотложная ветеринарная помощь;1
61352;Реестр негосударственных клиник, имеющих соглашение с Комитетом ветеринарии города Москвы на проведение профилактической иммунизации животных;430
61354;Нестационарные торговые объекты, расположенные на землях префектур;1408
61355;Нестационарные торговые объекты, расположенные на особо охраняемых природных территориях;40
61356;Нестационарные торговые объекты, расположенные на территории парков;737
61360;Сезонные кафе при стационарных предприятиях общественного питания;3267
61381;Сведения о численности инвалидов и молодежи квотируемых категорий, осуществляющих трудовую деятельность на квотируемых рабочих местах в соответствии с Законом города Москвы от 22.12.2004 № 90 «О квотировании рабочих мест»;8
61383;Реестр поставщиков социальных услуг;178
61385;Размер минимальной заработной платы в городе Москве;43
61387;Государственные услуги в сфере социальной защиты, предоставляемые исключительно в электронном виде;9
61389;Сведения о востребованности профессий и специальностей на рынке труда города Москвы (по данным банка вакансий службы занятости);20
61391;Доля граждан, использующих механизм получения государственных и муниципальных услуг в электронной форме;1
61401;(Архив) Туристский событийный календарь города Москвы на 2019 год;180
61403;Учетные городские кварталы Троицкого и Новомосковского административных округов города Москвы;2663
61421;(Архив) Тарифы на коммунальные услуги для населения города Москвы на 2019 год;488
61443;График работы судебных участков;438
61445;Территориальная подсудность в соответствии с Законом города Москвы от 15 октября 2003 года № 60 «О создании судебных участков и должностей мировых судей города Москвы»;438
61461;График приема граждан: Департамент предпринимательства и инновационного развития города Москвы;7
61463;Справочник персоналий: Департамент предпринимательства и инновационного развития города Москвы;8
61481;Подъемные платформы для инвалидов в многоквартирных домах;3708
61521;(Архив) Места проведения фестиваля «Московская весна A Cappella»;47
61561;(Архив) Места проведения фестиваля «Николин день»;0
61581;(Архив) Запланированные дорожные ремонтные работы на 2019 год;682
61601;Реестр сведений об управлениях градостроительного регулирования города Москвы;11
61604;Реестр сведений о подведомственных организациях Комитета по архитектуре и градостроительству города Москвы;4
61641;Правила землепользования и застройки;1528
61642;Перечень проектов лауреатов премий Правительства Москвы молодым ученым;212
61644;Реестр документов, зарегистрированных в интегрированной автоматизированной информационной системе обеспечения градостроительной деятельности города Москвы;54414
61661;(Архив) Праздничные мероприятия в День города 2019;0
61663;Реестр исполнительной документации, размещенной на Сводном плане подземных коммуникаций и сооружений в городе Москве;23498
61681;Базовые станции и объекты для их размещения;5485
61701;Расположение стационарных комплексов фотовидеофиксации нарушений Правил дорожного движения Российской Федерации и согласованных мест размещения передвижных комплексов фотовидеофиксации нарушений Правил дорожного движения Российской Федерации;3256
61721;(Архив) Места проведения фестиваля «День народного единства»;0
61745;Управы районов города Москвы;125
61746;Исполнительно-распорядительные органы муниципальных образований города Москвы;146
61762;Опоры наружного освещения;507885
61801;(Архив) Зимние активности парков, подведомственных Департаменту культуры города Москвы;137
61803;Регулярные активности парков, подведомственных Департаменту культуры города Москвы;169
61821;Разрешения на проведение работ по сохранению объектов культурного наследия;2681
61841;(Архив) Пункты приёма на утилизацию деревьев по программе «Ёлочный круговорот 2020»;416
61861;Коворкинги, осуществляющие деятельность при поддержке города Москвы;10
61881;График закрытия акушерских стационаров медицинских организаций государственной системы здравоохранения города Москвы на профилактическую санитарно-гигиеническую обработку в 2020 году;23
61921;Тарифы на коммунальные услуги для населения города Москвы на 2020 год;454
61941;Сведения о заключении брака с участием иностранных граждан;7
61942;Сведения о расторжении брака с участием иностранных граждан;7
61945;Сведения о регистрации перемены имени иностранными гражданами;7
61947;Сведения о регистрации рождения в семьях, где оба родителя или один из родителей иностранные граждане;7
61949;Сведения о регистрации усыновления иностранными гражданами;7
61961;(Архив) Букинисты;0
61963;Валовой региональный продукт (ВРП);2
61965;Денежный доход домашних хозяйств в среднем на одного человека;2
61967;Количество новых патентов в год;7
61969;Количество домохозяйств;2
61971;Расходы на научно-исследовательские и опытно-конструкторские работы (НИОКР);3
61973;Коэффициент Джини;2
61975;Уровень безработицы;3
61977;Коэффициент обслуживания долга (расходы на обслуживание государственного долга в процентах от собственных доходов бюджета субъекта Российской Федерации);1
61979;Доля городских стоков, проходящих первичную очистку;3
61981;Доля городских стоков, проходящих вторичную очистку;3
61983;(Архив) Вам, любимые!;0
62001;Доля городских стоков, проходящих третичную очистку;3
62003;Доля городского населения, обеспеченного услугой отвода сточных вод;3
62005;Доля городского населения, подключенного к питьевому водоснабжению;3
62007;Доля городского населения, имеющего санкционированное подключение к электросети;3
62009;Доля городского населения, имеющего постоянный доступ к улучшенной системе водоснабжения;3
62011;Доля твердых коммунальных отходов, направленных на энергетическую утилизацию;3
62013;Общее энергопотребление;3
62015;Количество подключений к газораспределительным услугам;3
62017;Общее водопотребление на душу населения;3
62019;Потребление тепловой энергии жилыми помещениями;3
62021;Численность постоянного населения в среднем за год;3
62023;Дефлятор валового регионального продукта;2
62025;Индекс потребительских цен (ИПЦ) в среднем за год;3
62042;Процент территории города, обслуживаемой беспроводной широкополосной связью 4G;2
62043;Количество врачей;1
62045;Количество стационарных койко-мест в больницах;1
62047;Средняя ожидаемая продолжительность жизни;1
62050;Километраж системы легковесного общественного транспорта;1
62051;Километраж системы общественного транспорта высокой пропускной способности;1
62053;Количество общих велосипедов;1
62056;Ежегодное количество туристов;2
62058;Выбросы парниковых газов;2
62059;Светофорные объекты на улично-дорожной сети;3204
62061;Межрегиональные ярмарки;34
62081;Туристский событийный календарь города Москвы на 2020 год;30
62082;Количество общественных точек доступа Wi-Fi в городе;6
62101;Запланированные дорожные ремонтные работы на 2020 год;1104
62121;Разрешения на строительство, выданные Департаментом культурного наследия города Москвы;54
62181;(Архив) Праздничные мероприятия в День города 2020;0
62201;Железнодорожные вокзалы Москвы;9
62207;Входы и выходы станций Московских центральных диаметров;190
62221;Работы по благоустройству улиц и общественных пространств в рамках программы «Мой район»;4
62261;Динамика регистрации актов гражданского состояния по кварталам;2
