Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата	Тип даты
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.61844	39.61644	Хмель да Солод	Гагарина, 15, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.61791	39.58238	Узбечка	Космонавтов, 98а, Липецк 398042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.62171	39.56761	Бир Холл	Терешковой, 35Б, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.61752	39.58654	Башня	Балмочных, 11, Липецк 398002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.59452	39.55399	Шоколад	ул. Папина, д. 6, Липецк 398024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.65679	39.72761	Яки-Тори	Советская, 66, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58836	39.54952	Место встречи	ул. Водопьянова, 17A, Липецк Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.59745	39.60342	Жигули	Неделина, 22, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.61844	39.61644	Очагъ	Гагарина, 107а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58438	39.53758	7 Пятниц	пр. 60-летия СССР, 34a, Липецк 398035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.62043	39.5559	Место встречи	ул.Титова, 10 ТРЦ Москва, 3 эт., Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.6122	39.59812	TOLSTOY  Restobar	Lva Tolstogo, 1a, Липецк 398001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.61902	39.56737	Дежавю	ул. Терешковой, д. 26, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.61902	39.56737	Дежавю	ул. Терешковой, д. 26, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.61902	39.56737	Дежавю	ул. Терешковой, д. 26, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.61902	39.56737	Дежавю	ул. Терешковой, д. 26, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.61902	39.56737	Дежавю	ул. Терешковой, д. 26, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
