category,city,name,region,subcategory,tags
Рестораны,Самара,Атриум,Самарская область,,"Бар,Паб"
Рестораны,Тольятти,Папа Пекарь,Самарская область,,Фастфуд
Рестораны,Тольятти,Крошка Япошка,Самарская область,,
Рестораны,Самара,Солнечный рай,Самарская область,,
Рестораны,Самара,Cozy кафе,Самарская область,,
Рестораны,Тольятти,Додо Пицца,Самарская область,,
Рестораны,Самара,KFC,Самарская область,,
Рестораны,Самара,Жили-Были,Самарская область,,
Рестораны,Самара,Шашлык Хаус,Самарская область,,
Рестораны,Самара,Чайковский,Самарская область,,
Рестораны,Сызрань,Винтаж,Самарская область,,
Рестораны,Самара,Фон Вакано 1881,Самарская область,,
Рестораны,Самара,IPho Cafe,Самарская область,,
Рестораны,Самара,Додо пицца,Самарская область,,
Рестораны,Самара,Friends фуджи суши,Самарская область,,
Рестораны,Самара,McDonald's,Самарская область,,
Рестораны,Самара,Винил,Самарская область,,
Рестораны,Самара,Пастернак,Самарская область,,
Рестораны,Тольятти,Имбирь,Самарская область,,
Рестораны,Самара,Камеди Кафе,Самарская область,,Кафе
Рестораны,Самара,Farrini,Самарская область,,
Рестораны,Самара,Баскин Роббинс,Самарская область,,
Рестораны,Самара,33 пингвина,Самарская область,,
Рестораны,Самара,Шелк,Самарская область,,
Рестораны,Тольятти,Милано,Самарская область,,
Рестораны,Самара,Блинка,Самарская область,,
Рестораны,Самара,Медвежий угол,Самарская область,,
Рестораны,Тольятти,Гамбургерная,Самарская область,,Фастфуд
Рестораны,Самара,Дети Лейтенанта Шмидта,Самарская область,,
Рестораны,Самара,Elephant Street,Самарская область,,
Рестораны,Самара,Craft Burgers,Самарская область,,
Рестораны,Самара,Вахтангури,Самарская область,,Кафе
Рестораны,Самара,Фо Ми,Самарская область,,
Рестораны,Тольятти,День & Ночь,Самарская область,,Кафе
Рестораны,Тольятти,Verona,Самарская область,,
Рестораны,Самара,Сквозняк,Самарская область,,"Бар,Паб"
Рестораны,Самара,Блинка,Самарская область,,
Рестораны,Самара,Steak House RIBAY,Самарская область,,
Рестораны,Самара,Парадиз,Самарская область,,
Рестораны,Самара,Имбирь,Самарская область,,
Рестораны,Сызрань,Суши вёсла,Самарская область,,
Рестораны,Самара,Макхолл,Самарская область,,
Рестораны,Самара,Сицилия,Самарская область,,
Рестораны,Жигулевск,Евразия,Самарская область,,
Рестораны,Самара,Ерши,Самарская область,,Кафе
Рестораны,Самара,Хинкали&Хачапури,Самарская область,,
Рестораны,Самара,Первакъ,Самарская область,,
Рестораны,Тольятти,МакДоналдс,Самарская область,,Фастфуд
Рестораны,Самара,Амстердам,Самарская область,,
Рестораны,Самара,Волга,Самарская область,,
Рестораны,Самара,Кафе Чаша,Самарская область,,
Рестораны,Самара,Chick in China,Самарская область,,"Бар,Кафе"
Рестораны,Самара,Петровский,Самарская область,,
Рестораны,Самара,Big Boss,Самарская область,,
Рестораны,Самара,Бирлога,Самарская область,,Паб
Рестораны,Самара,BeerClub,Самарская область,,
Рестораны,Самара,Города мира,Самарская область,,
Рестораны,Самара,Неаполь,Самарская область,,
Рестораны,Самара,KFC,Самарская область,,Фастфуд
Рестораны,Самара,Veranda,Самарская область,,
Рестораны,Самара,Багратион,Самарская область,,
Рестораны,Самара,Масаго,Самарская область,,
Рестораны,Самара,Фабио,Самарская область,,
Рестораны,Тольятти,Карамель,Самарская область,,
Рестораны,Тольятти,Жемчужина Жигулей,Самарская область,,
Рестораны,Самара,Rocco Cafe,Самарская область,,
Рестораны,Самара,Емеля,Самарская область,,
Рестораны,Самара,Атлантида,Самарская область,,
Рестораны,Самара,Burger One,Самарская область,,
Рестораны,Самара,Bootlegger MuzCafe,Самарская область,,
Рестораны,Самара,Фабрика Пиццы,Самарская область,,
Рестораны,Самара,Рулька,Самарская область,,Паб
Рестораны,Тольятти,Дон Кихот,Самарская область,,
Рестораны,Самара,Ferma,Самарская область,,
Рестораны,Самара,Бирлога,Самарская область,,Паб
Рестораны,Тольятти,Pub XIII,Самарская область,,
Рестораны,Новокуйбышевск,Камелот,Самарская область,,
Рестораны,Тольятти,МарьИванна,Самарская область,,Фастфуд
Рестораны,Тольятти,За стеклом,Самарская область,,
Рестораны,Тольятти,Coffee Hall Атриум,Самарская область,,
Рестораны,Тольятти,Буфет №5,Самарская область,,
Рестораны,Самара,Блинка,Самарская область,,
Рестораны,Самара,Пальчики оближешь,Самарская область,,Фастфуд
Рестораны,Самара,Сова,Самарская область,,
Рестораны,Тольятти,Автосуши,Самарская область,,
Рестораны,Тольятти,Милано,Самарская область,,
Рестораны,Самара,La Scala,Самарская область,,
Рестораны,Сызрань,Звезда,Самарская область,,
Рестораны,Тольятти,Речник,Самарская область,,Кафе
Рестораны,Самара,Баскин Роббинс,Самарская область,,
Рестораны,Самара,Лаврушка,Самарская область,,
Рестораны,Самара,Ариба Пицца,Самарская область,,
Рестораны,Тольятти,Белка,Самарская область,,Фастфуд
Рестораны,Тольятти,Волгарь,Самарская область,,
