category,city,name,region,subcategory,tags
Рестораны,Петрозаводск,KFC,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Экспресс,Республика Карелия,,
Рестораны,Медвежьегорск,Кафе Винтаж,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Сушимания,Республика Карелия,,
Рестораны,Калевала,Кафе ВелТ,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Карелочка,Республика Карелия,,
Рестораны,Петрозаводск,Subway,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Тик Тайм,Республика Карелия,,Кафе
Рестораны,Петрозаводск,MamaRoom,Республика Карелия,,
Рестораны,Костомукша,Ресторан Окей,Республика Карелия,,
Рестораны,Кондопожский район,"Кафе ""Панорама""",Республика Карелия,,
Рестораны,Петрозаводск,Парижанка,Республика Карелия,,Кафе
Рестораны,Сортавала,Сердоболь,Республика Карелия,,
Рестораны,Беломорск,Поморская Кухня,Республика Карелия,,
Рестораны,Сопоха,Рыбка,Республика Карелия,,
Рестораны,Лахденпохский район,Кафе Рундучок,Республика Карелия,,
Рестораны,Сортавала,"ТОЧКА° НА' КАРТЕ""",Республика Карелия,,
Рестораны,Петрозаводск,Смайл,Республика Карелия,,
Рестораны,Пудож,"Кафе-бар ""Уют""",Республика Карелия,,
Рестораны,Петрозаводск,Бар 3/4,Республика Карелия,,"Бар,Паб"
Рестораны,п. Ниэмелянхови,"Ресторан ""LADOGA""",Республика Карелия,,
Рестораны,Сортавала,Krona Kafe,Республика Карелия,,
Рестораны,Петрозаводск,У Марифа,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Паб 119,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Кафе от Валентина,Республика Карелия,,Паб
Рестораны,Петрозаводск,Кафе NORD,Республика Карелия,,
Рестораны,Питкяранта,Dolce Cafe,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Ресторан Бульвар,Республика Карелия,,
Рестораны,Петрозаводск,Толстый Goose,Республика Карелия,,"Бар,Паб"
