Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата парсинга
58.55552	31.26207	Рабочий полдень	Рабочая, 42Б, Великий Новгород 173008 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52273	31.24465	Плакучая Ива	Нехинская, 57, Великий Новгород 173021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54337	31.2509	Причал	Александра Корсунова проспект, 30, Великий Новгород 173024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52589	31.27429	Три желания	Большая Санкт-Петербургская, 42, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.546307	31.271008	Столовая "Проектстрой"	ул. Большая Санкт-Петербургская, 74, Великий Новгород 173000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Филин	Большая Московская, 112, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54092	31.24219	Дружба	Свободы, 25, Великий Новгород 173024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54092	31.24219	Шансон	Свободы, 25, Великий Новгород 173024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Джасмин	Большая Московская, 114а, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54552	31.23465	Кошелёк	Мира проспект, 33а, Великий Новгород 173021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54319	31.24386	Антракт	ул. Ломоносова, д. 22а, Великий Новгород 173021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52392	31.25846	Винни Вино Бар	Псковская, 16, Великий Новгород 173015 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53959	31.23512	Емеля	Мира проспект, 21/1, Великий Новгород 173025 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52545	31.26068	Ontre	Воскресенский бульвар, 9 к1, Великий Новгород 173002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.531597	31.230913	Cafe Valentia	пр. Мира, 32/1, Великий Новгород 173001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51696	31.30004	Панковка	ул. Первомайская, 2, Великий Новгород 173526 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.55552	31.26207	Домашний Уют	Рабочая, 49, Великий Новгород 173008 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.510086	31.234728	Сушишоп	Псковская, 44, Великий Новгород Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53175	31.23965	Пивной Кабачок	Попова, 10, Великий Новгород 173025 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52545	31.26068	Сушишоп	Воскресенский, 12, Великий Новгород Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52915	31.27266	Милана	Мининский пер, 3, Великий Новгород 173001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54072	31.245474	Глазурь	ул. Ломоносова, 9/1, Великий Новгород 173016 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.527054	31.273638	Олимпия	Большая Санкт-Петербургская, 6, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54337	31.2509	Петра	Александра Корсунова проспект, 18, Великий Новгород 173016 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
57.97441	33.25637	Чуду-Пицца	Комсомольский просп., 56, Валдай 175400 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53787	31.29243	Долина Вин	Парковая, 8, Великий Новгород 173014 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52589	31.27429	кафе-бар "LES"	Б. Санкт-Петербургская, д. 25 правая парковка, ТД "Русь", Великий Новгород 173001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
