с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Республика Карелия,Валаам,Достопримечательности,Достопримечательности и культурные объекты,"Священные места и религиозные достопримечательности,Велотрассы",Валаамский монастырь,"о. Валаам, Валаам Россия",61.38874,30.945503
2020-10-22,Республика Карелия,Сортавала,Достопримечательности,Музеи,Исторические музеи,"Исторический парк ""Бастионъ""","Приозерная, 5, Сортавала 186790 Россия",61.711178,30.725122
2020-10-22,Республика Карелия,Сортавала,Достопримечательности,Природа и парки,Парки,"Городской парк ""Ваккосалми""","западная часть города, Сортавала Россия",61.705925,30.67832
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Ягель,"Ленина проспект, д. 28, Петрозаводск 185035 Россия",61.787308,34.35352
2020-10-22,Республика Карелия,Рускеала,Рестораны,,Кафе,Апельсин,"Сортавальское шоссе, 17а, Рускеала Россия",61.931538,30.594166
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Кавказ,"пр. Ленина, 16, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Сортавала,Рестораны,,,Ресторан Ламберг,"п. Ламберг, 44, Сортавала 186792 Россия",61.679913,30.753351
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,Артист,"Ленина пр.,  15, Петрозаводск 185035 Россия",61.790863,34.365555
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Вилга,"Прионежское шоссе,1Б д.Вилга, Петрозаводск 185507 Россия",61.815235,34.1035
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Хинкальная хаус,"пр. Ленина, 26, Петрозаводск 185035 Россия",61.787685,34.352165
2020-10-22,Республика Карелия,пгт Вяртсиля,Рестораны,,,Кафе Янисмяки,пгт Вяртсиля Россия,62.160267,30.679867
2020-10-22,Республика Карелия,Сортавала,Рестораны,,,Акварель,"ул.Суворова 1, Сортавала 186790 Россия",61.70121,30.689585
2020-10-22,Республика Карелия,Медвежьегорск,Рестораны,,,Медвежка,"ул. Омелина, 2 Загородный клуб ""Малая Медвежка"", Медвежьегорск 186350 Россия",62.91433,34.51381
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Кафе Петрозаводск,"Правды, 6, Петрозаводск 185005 Россия",61.78309,34.38379
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Ресторан Карелия,"Набережная Гюллинга, 2 Hotel Karelia & SPA, Петрозаводск 185005 Россия",61.786495,34.392338
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Петровский,"Ленина площадь, 2, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,70-е годы,"Ленина проспект, 10, Петрозаводск 185035 Россия",61.791676,34.36761
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Kahvi&Salaatti,"Ленина пр., 24, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Олонец,Рестораны,,,Столовая №5,"ул. Свирских дивизий, 3, Олонец Россия",60.978992,32.972168
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Додо Пицца,"ул. Антикайнена, 34, Петрозаводск Россия",61.78148,34.36383
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,"Бар,Паб",ПТЗ,"Дзержинского, 11, Петрозаводск 185035 Россия",61.78824,34.3706
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Ресторан Северный,"Ленина проспект, 21, Петрозаводск 185035 Россия",61.78867,34.361126
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,La Parisienne,"пр. Ленина, 31, Петрозаводск Россия",61.79397,34.37417
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,Coffee Shop,"пл. Гагарина, 1 Hotel Piter Inn, Петрозаводск 185001 Россия",61.783943,34.345963
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Сушимания,"пл. Гагарина,  д. 2, Петрозаводск 185035 Россия",61.785347,34.345497
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Фастфуд,Burger King,"Анохина, 41, Петрозаводск 185035 Россия",61.78014,34.35759
