с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Марокко,"Ильинская, 92, Нижний Новгород 603000 Россия",56.31621,43.98759
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Йоши,"Чаадаева, 5д, Нижний Новгород 603035 Россия",56.330036,43.85632
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Таис,"Гагарина проспект, 35г, Нижний Новгород 603104 Россия",56.28307,43.97815
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,New York,"Ленина проспект, 33, Нижний Новгород 603034 Россия",56.2874,43.92816
2020-10-22,Нижегородская область,Дзержинск,Рестораны,,,Кросс Кантри,"Игумновское шоссе, 4, Дзержинск 606030 Россия",56.29942,43.5913
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Oh My Dog,"ул. Ильинская, 53, Нижний Новгород 603109 Россия",56.32098,43.989838
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Дельфин,"Московское шоссе, 82, Нижний Новгород 603028 Россия",56.314445,43.90278
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,"Кафе,Паб",На Алексеевской,"Алексеевская, 15, Нижний Новгород 603005 Россия",56.32245,44.00408
2020-10-22,Нижегородская область,Дзержинск,Рестораны,,,Танцующая принцесса,"Петрищева, 4, Дзержинск 606029 Россия",56.23582,43.43359
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Холи Колли Маффин Шоп,"Варварская, 14, Нижний Новгород 603005 Россия",56.32368,44.01
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Инь-Янь,"ул. Бекетова, 9, Нижний Новгород Россия",56.2919,43.98398
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,ХИППИ Дом Тоста,"Большая Покровская, 49, Нижний Новгород 603000 Россия",56.317486,43.995117
2020-10-22,Нижегородская область,Бор,Рестораны,,,Торжок,"Интернациональная, 17, Бор 606440 Россия",56.35811,44.05266
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,Фастфуд,Донна-пицца,"Ильинская, 50, Нижний Новгород 603109 Россия",56.32222,43.99078
2020-10-22,Нижегородская область,Арзамас,Рестораны,,,Пиццерия Милано / Суши-бар Таки-Маки,"пр-т Ленина, 123А ТЦ Колизей, 2 этаж, Арзамас 607233 Россия",55.38105,43.83241
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Маруся,"Кирова проспект, 6, Нижний Новгород 603043 Россия",56.24937,43.85913
2020-10-22,Нижегородская область,Арзамас,Рестораны,,,Корона,"Володарского, 83Б, Арзамас 607225 Россия",55.38245,43.81701
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Баскин-Роббинс,"Родионова, 187, Нижний Новгород 603093 Россия",56.30645,44.07659
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Бакинский Дворик,"Фильченкова, 10, Нижний Новгород 603002 Россия",56.32028,43.9464
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Гриль-Хаус на Родионова,"ул. Родионова, 193/1, Нижний Новгород 603163 Россия",56.30171,44.080044
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Маэстро,"Белинского, 85, Нижний Новгород 603024 Россия",56.319057,44.028503
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,O'petit Gastrobistro,"Алексеевская,  3, Нижний Новгород 603006 Россия",56.32578,44.00661
